"","type","speaker","vowel","dur","f0","f1","f2","f3"
"1168","w",98,"ɛ",238,198,734,2141,2746
"1169","w",98,"e",330,186,553,2458,2788
"1170","w",98,"ɝ",320,174,518,1604,1912
"1171","w",98,"ɪ",285,192,535,2380,2930
"1172","w",98,"i",281,200,394,2689,3058
"1173","w",98,"o",262,196,621,1025,2704
"1174","w",98,"ʊ",227,182,563,1233,2758
"1175","w",98,"ʌ",209,189,854,1401,2756
"1176","w",98,"u",384,211,384,1084,2929
"1177","w",99,"æ",284,238,658,2650,3471
"1178","w",99,"ɑ",317,243,827,1701,3056
"1179","w",99,"ɔ",320,242,815,1426,2990
"1180","w",99,"ɛ",199,244,732,2189,3366
"1181","w",99,"e",274,238,496,2665,3173
"1182","w",99,"ɝ",272,250,516,1983,2093
"1183","w",99,"ɪ",180,247,498,2654,3391
"1184","w",99,"i",297,264,493,2967,3496
"1185","w",99,"o",304,253,506,1257,2957
"1186","w",99,"ʊ",210,254,546,1534,2880
"1187","w",99,"ʌ",207,243,716,1634,3119
"1188","w",99,"u",287,258,503,1514,2816
"1189","w",100,"æ",253,251,685,2299,2930
"1190","w",100,"ɑ",282,240,913,1436,2589
"1191","w",100,"ɔ",309,241,890,1063,2523
"1192","w",100,"ɛ",233,246,710,2138,2818
"1193","w",100,"e",222,265,505,2777,3044
"1194","w",100,"ɝ",261,248,503,1480,1735
"1195","w",100,"ɪ",218,253,500,2272,3028
"1196","w",100,"i",246,266,442,2850,3157
"1197","w",100,"o",257,252,538,998,2796
"1198","w",100,"ʊ",209,247,500,1200,2783
"1199","w",100,"ʌ",193,236,809,1391,2927
"1200","w",100,"u",265,265,504,1096,2665
"1201","w",101,"æ",356,227,621,2249,2873
"1202","w",101,"ɑ",367,223,856,1540,2667
"1203","w",101,"ɔ",416,225,771,1170,2760
"1204","w",101,"ɛ",271,227,704,2023,2927
"1205","w",101,"e",347,220,455,2433,3023
"1206","w",101,"ɝ",342,230,495,1596,1973
"1207","w",101,"ɪ",249,227,471,2277,2884
"1208","w",101,"i",324,239,477,2866,3236
"1209","w",101,"o",363,219,453,980,2854
"1210","w",101,"ʊ",253,231,491,1179,2636
"1211","w",101,"ʌ",256,217,680,1499,2885
"1212","w",101,"u",351,238,473,1113,2626
"1213","w",102,"æ",385,188,868,2004,2797
"1214","w",102,"ɑ",380,191,882,1380,2834
"1215","w",102,"ɔ",380,197,755,1114,2766
"1216","w",102,"ɛ",317,195,766,1922,2908
"1217","w",102,"e",413,214,574,2316,2854
"1218","w",102,"ɝ",389,195,567,1496,1803
"1219","w",102,"ɪ",320,207,453,2427,2932
"1220","w",102,"i",433,203,408,2627,3064
"1221","w",102,"o",372,196,597,1150,2751
"1222","w",102,"ʊ",332,200,575,1619,2737
"1223","w",102,"ʌ",266,205,773,1614,2813
"1224","w",102,"u",377,232,461,1627,2761
"1225","w",103,"æ",355,229,682,2486,3207
"1226","w",103,"ɑ",343,216,887,1743,2557
"1227","w",103,"ɔ",397,227,930,1422,2489
"1228","w",103,"ɛ",234,210,673,2389,2989
"1229","w",103,"e",329,238,502,2674,3394
"1230","w",103,"ɝ",348,219,501,1555,1938
"1231","w",103,"ɪ",246,237,489,2603,3353
"1232","w",103,"i",359,223,435,2868,3625
"1233","w",103,"o",319,233,688,1185,2748
"1234","w",103,"ʊ",289,225,502,1322,2951
"1235","w",103,"ʌ",248,241,817,1604,2649
"1236","w",103,"u",300,242,477,998,2690
"1237","w",104,"æ",315,237,668,2252,2790
"1238","w",104,"ɑ",329,226,869,1495,2731
"1239","w",104,"ɔ",363,234,697,1142,2507
"1240","w",104,"ɛ",231,214,651,2157,2794
"1241","w",104,"e",318,236,647,2539,2879
"1242","w",104,"ɝ",275,244,531,1688,1971
"1243","w",104,"ɪ",219,233,555,2216,2812
"1244","w",104,"i",336,229,438,2813,3532
"1245","w",104,"o",315,236,631,1181,2458
"1246","w",104,"ʊ",227,240,552,1193,2559
"1247","w",104,"ʌ",221,235,739,1320,2596
"1248","w",104,"u",298,231,445,1136,2692
"1249","w",105,"æ",272,214,726,2350,2996
"1250","w",105,"ɑ",275,211,994,1609,2930
"1251","w",105,"ɔ",266,223,748,1063,2876
"1252","w",105,"ɛ",241,226,817,2242,3139
"1253","w",105,"e",230,206,596,2478,2924
"1254","w",105,"ɝ",267,225,506,1604,1915
"1255","w",105,"ɪ",209,221,491,2316,2934
"1256","w",105,"i",261,225,440,2706,3404
"1257","w",105,"o",264,216,636,1041,2862
"1258","w",105,"ʊ",227,224,499,1103,2900
"1259","w",105,"ʌ",206,220,742,1352,2960
"1260","w",105,"u",241,239,483,1117,2707
"1261","w",106,"æ",400,226,620,2316,2849
"1262","w",106,"ɑ",340,226,955,1615,2678
"1263","w",106,"ɔ",394,229,827,1189,2633
"1264","w",106,"ɛ",217,222,684,1992,2951
"1265","w",106,"e",325,244,500,2482,3060
"1266","w",106,"ɝ",355,234,484,1652,1928
"1267","w",106,"ɪ",218,234,485,2129,2967
"1268","w",106,"i",321,259,455,2797,3129
"1269","w",106,"o",357,226,449,924,2694
"1270","w",106,"ʊ",240,248,501,1189,2647
"1271","w",106,"ʌ",288,226,700,1338,2750
"1272","w",106,"u",298,262,466,778,2699
"1273","w",107,"æ",356,202,634,2596,3255
"1274","w",107,"ɑ",305,189,1085,1687,2870
"1275","w",107,"ɔ",342,201,847,1192,2999
"1276","w",107,"ɛ",253,197,756,2008,3089
"1277","w",107,"e",336,207,617,2697,3154
"1278","w",107,"ɝ",295,219,597,1588,1905
"1279","w",107,"ɪ",290,214,457,2590,3232
"1280","w",107,"i",278,227,443,2944,3546
"1281","w",107,"o",346,209,612,1026,2896
"1282","w",107,"ʊ",273,219,562,1109,2904
"1283","w",107,"ʌ",250,198,824,1459,2924
"1284","w",107,"u",268,225,440,1122,2856
"1285","w",108,"æ",323,212,672,2145,2764
"1286","w",108,"ɑ",267,205,937,1623,2844
"1287","w",108,"ɔ",341,211,794,1185,2896
"1288","w",108,"ɛ",188,216,750,1935,2930
"1289","w",108,"e",261,210,558,2505,2855
"1290","w",108,"ɝ",308,212,491,1506,1727
"1291","w",108,"ɪ",203,221,474,2362,2830
"1292","w",108,"i",240,210,429,2698,3509
"1293","w",108,"o",298,206,616,1034,2785
"1294","w",108,"ʊ",202,232,492,1161,2766
"1295","w",108,"ʌ",183,212,705,1166,2890
"1296","w",108,"u",266,216,436,911,2724
"1297","w",109,"æ",363,237,698,2339,3075
"1298","w",109,"ɑ",316,239,918,1640,2801
"1299","w",109,"ɔ",327,241,848,1175,2892
"1300","w",109,"ɛ",317,238,706,1986,3228
"1301","w",109,"e",334,244,572,2428,3120
"1302","w",109,"ɝ",319,246,524,1547,2066
"1303","w",109,"ɪ",256,252,501,2355,3161
"1304","w",109,"i",302,247,492,2695,3371
"1305","w",109,"o",340,241,631,1185,2942
"1306","w",109,"ʊ",332,249,505,1404,2774
"1307","w",109,"ʌ",286,235,839,1555,3003
"1308","w",109,"u",293,257,506,1030,2575
"1309","w",110,"æ",307,187,586,2299,2748
"1310","w",110,"ɑ",365,193,818,1351,2933
"1311","w",110,"ɔ",344,185,713,1132,2948
"1312","w",110,"ɛ",263,173,717,2256,2896
"1313","w",110,"e",305,203,574,2360,2686
"1314","w",110,"ɝ",325,175,508,1562,1914
"1315","w",110,"ɪ",240,213,449,2173,2840
"1316","w",110,"i",287,195,382,2563,3477
"1317","w",110,"o",317,174,504,1047,2749
"1318","w",110,"ʊ",301,233,500,1095,2804
"1319","w",110,"ʌ",249,216,642,1338,2938
"1320","w",110,"u",283,171,360,1034,2731
"1321","w",111,"æ",382,217,616,2156,2865
"1322","w",111,"ɑ",402,216,769,1451,2898
"1323","w",111,"ɔ",465,226,698,1127,2886
"1324","w",111,"ɛ",281,233,727,1871,2902
"1325","w",111,"e",346,238,498,2218,2894
"1326","w",111,"ɝ",370,224,469,1499,1873
"1327","w",111,"ɪ",345,233,458,2143,2986
"1328","w",111,"i",353,223,434,2512,2998
"1329","w",111,"o",374,234,469,934,2571
"1330","w",111,"ʊ",370,242,496,1169,2654
"1331","w",111,"ʌ",330,221,701,1318,2881
"1332","w",111,"u",378,247,491,1260,2502
"1333","w",112,"æ",338,186,576,2429,3101
"1334","w",112,"ɑ",350,178,1008,1495,3018
"1335","w",112,"ɔ",318,191,736,1120,3055
"1336","w",112,"ɛ",239,180,584,2175,2930
"1337","w",112,"e",269,166,511,2574,3085
"1338","w",112,"ɝ",279,173,505,1568,1845
"1339","w",112,"ɪ",171,187,440,2394,3136
"1340","w",112,"i",304,214,435,2621,3116
"1341","w",112,"o",334,181,578,1061,2882
"1342","w",112,"ʊ",270,203,458,1042,3007
"1343","w",112,"ʌ",209,188,777,1397,3033
"1344","w",112,"u",310,199,391,971,2945
"1345","w",113,"æ",365,213,674,2256,2818
"1346","w",113,"ɑ",329,207,905,1514,2848
"1347","w",113,"ɔ",362,209,835,1326,2667
"1348","w",113,"ɛ",294,210,762,1902,2887
"1349","w",113,"e",342,211,513,2435,2939
"1350","w",113,"ɝ",345,212,508,1687,1913
"1351","w",113,"ɪ",227,218,535,2134,2929
"1352","w",113,"i",307,219,433,2634,3307
"1353","w",113,"o",345,201,560,987,2311
"1354","w",113,"ʊ",208,231,617,1373,2579
"1355","w",113,"ʌ",220,211,686,1477,2698
"1356","w",113,"u",363,210,431,1003,2366
"1357","w",114,"æ",331,248,738,2378,3305
"1358","w",114,"ɑ",303,259,1063,1680,2785
"1359","w",114,"ɔ",366,247,907,1527,3075
"1360","w",114,"ɛ",231,251,981,2075,3215
"1361","w",114,"e",349,263,617,2668,3319
"1362","w",114,"ɝ",327,262,538,1813,2236
"1363","w",114,"ɪ",258,256,516,2567,3485
"1364","w",114,"i",334,272,531,2996,3831
"1365","w",114,"o",362,242,508,991,3121
"1366","w",114,"ʊ",245,262,559,1246,3127
"1367","w",114,"ʌ",250,239,769,1382,3035
"1368","w",114,"u",327,268,525,1065,2942
"1369","w",115,"æ",461,220,646,2406,3283
"1370","w",115,"ɑ",430,212,1053,1677,2868
"1371","w",115,"ɔ",414,205,811,1254,2824
"1372","w",115,"ɛ",386,211,794,2046,3082
"1373","w",115,"e",399,212,610,2598,3323
"1374","w",115,"ɝ",403,215,617,1565,1930
"1375","w",115,"ɪ",302,222,552,2453,3346
"1376","w",115,"i",346,237,467,3009,3562
"1377","w",115,"o",443,213,658,1045,2928
"1378","w",115,"ʊ",331,228,509,1244,2980
"1379","w",115,"ʌ",309,217,815,1427,3002
"1380","w",115,"u",382,226,448,1369,2921
"1381","w",116,"æ",346,168,746,1944,2927
"1382","w",116,"ɑ",333,170,798,1351,2851
"1383","w",116,"ɔ",378,180,656,1075,2684
"1384","w",116,"ɛ",183,195,620,2071,2933
"1385","w",116,"e",420,171,485,2423,2912
"1386","w",116,"ɝ",340,184,522,1490,2094
"1387","w",116,"ɪ",209,223,455,2304,2999
"1388","w",116,"i",336,177,375,2577,3276
"1389","w",116,"o",378,167,498,970,2876
"1390","w",116,"ʊ",171,195,490,1122,2824
"1391","w",116,"ʌ",187,195,678,1397,2861
"1392","w",116,"u",333,230,445,881,2580
"1393","w",117,"æ",272,246,734,2518,3176
"1394","w",117,"ɑ",284,250,869,1751,2762
"1395","w",117,"ɔ",284,244,890,1292,2801
"1396","w",117,"ɛ",236,244,741,1997,2567
"1397","w",117,"e",284,243,578,2474,3055
"1398","w",117,"ɝ",242,257,507,1749,2028
"1399","w",117,"ɪ",197,251,515,2378,3063
"1400","w",117,"i",250,252,497,2795,3266
"1401","w",117,"o",265,243,582,946,2704
"1402","w",117,"ʊ",167,262,616,1331,2696
"1403","w",117,"ʌ",195,244,823,1419,3051
"1404","w",117,"u",234,256,503,963,2776
"1405","w",118,"æ",260,225,662,2276,2955
"1406","w",118,"ɑ",217,235,863,1538,3038
"1407","w",118,"ɔ",262,217,860,1504,2834
"1408","w",118,"ɛ",177,223,693,2012,3003
"1409","w",118,"e",231,234,507,2573,3121
"1410","w",118,"ɝ",223,238,514,1831,2192
"1411","w",118,"ɪ",167,238,504,2334,3063
"1412","w",118,"i",222,246,495,2910,3548
"1413","w",118,"o",225,240,613,1184,3063
"1414","w",118,"ʊ",181,242,521,1428,3156
"1415","w",118,"ʌ",194,231,700,1580,3018
"1416","w",118,"u",182,261,508,1001,2763
"1417","w",119,"æ",333,238,696,2447,3122
"1418","w",119,"ɑ",303,248,938,1462,2825
"1419","w",119,"ɔ",327,212,740,1037,2736
"1420","w",119,"ɛ",193,203,597,2426,3018
"1421","w",119,"e",280,246,504,2501,3050
"1422","w",119,"ɝ",311,264,580,1407,1837
"1423","w",119,"ɪ",219,260,544,2570,3135
"1424","w",119,"i",284,275,508,2731,3669
"1425","w",119,"o",285,274,636,981,2944
"1426","w",119,"ʊ",205,285,570,1117,2820
"1427","w",119,"ʌ",200,307,885,1580,3078
"1428","w",119,"u",274,297,510,917,2757
"1429","w",120,"æ",310,238,687,2378,2913
"1430","w",120,"ɑ",293,232,957,1591,2733
"1431","w",120,"ɔ",319,233,867,1207,2746
"1432","w",120,"ɛ",221,244,886,2186,2956
"1433","w",120,"e",313,245,494,2680,3156
"1434","w",120,"ɝ",332,246,557,1546,1929
"1435","w",120,"ɪ",208,250,501,2449,3185
"1436","w",120,"i",306,233,452,2754,3511
"1437","w",120,"o",313,230,636,1096,2684
"1438","w",120,"ʊ",216,254,532,1354,2810
"1439","w",120,"ʌ",208,235,835,1507,2834
"1440","w",120,"u",274,268,502,1050,2695
"1441","w",121,"æ",364,205,645,2154,3139
"1442","w",121,"ɑ",315,202,827,1543,2980
"1443","w",121,"ɔ",384,194,776,1324,2852
"1444","w",121,"ɛ",248,214,588,2130,2870
"1445","w",121,"e",338,212,487,2408,3094
"1446","w",121,"ɝ",335,184,555,1491,1998
"1447","w",121,"ɪ",261,206,431,2190,3060
"1448","w",121,"i",316,237,461,2359,3218
"1449","w",121,"o",363,203,584,936,2985
"1450","w",121,"ʊ",245,228,482,1124,2704
"1451","w",121,"ʌ",199,216,756,1531,2871
"1452","w",121,"u",277,237,488,1119,2702
"1453","w",122,"æ",239,208,626,2374,2836
"1454","w",122,"ɑ",240,213,708,1547,2426
"1455","w",122,"ɔ",287,226,699,1104,2513
"1456","w",122,"ɛ",191,189,755,1762,2646
"1457","w",122,"e",277,215,547,2262,2708
"1458","w",122,"ɝ",272,212,588,1509,1783
"1459","w",122,"ɪ",213,215,478,2157,2793
"1460","w",122,"i",261,216,433,2720,3035
"1461","w",122,"o",239,217,499,1046,2697
"1462","w",122,"ʊ",183,205,541,1183,2780
"1463","w",122,"ʌ",224,209,685,1100,2510
"1464","w",122,"u",242,238,477,1184,2610
"1465","w",123,"æ",261,235,689,2701,3490
"1466","w",123,"ɑ",283,241,1163,1685,3250
"1467","w",123,"ɔ",328,241,906,1386,3066
"1468","w",123,"ɛ",194,236,885,2322,3652
"1469","w",123,"e",296,247,500,2889,3452
"1470","w",123,"ɝ",345,252,549,1749,2209
"1471","w",123,"ɪ",227,252,556,2541,3684
"1472","w",123,"i",257,268,505,2982,3741
"1473","w",123,"o",277,247,504,990,3324
"1474","w",123,"ʊ",187,244,615,1375,3295
"1475","w",123,"ʌ",193,244,828,1454,3287
"1476","w",123,"u",291,272,504,1068,3121
"1477","w",124,"æ",277,218,557,2586,3202
"1478","w",124,"ɑ",247,211,1011,1541,2803
"1479","w",124,"ɔ",253,210,814,1144,2729
"1480","w",124,"ɛ",179,214,804,1998,2775
"1481","w",124,"e",267,211,433,2773,3297
"1482","w",124,"ɝ",240,214,461,1534,1878
"1483","w",124,"ɪ",175,231,486,2454,3106
"1484","w",124,"i",236,220,434,2854,3614
"1485","w",124,"o",254,219,453,880,2924
"1486","w",124,"ʊ",187,232,579,1392,2760
"1487","w",124,"ʌ",164,222,764,1359,2875
"1488","w",124,"u",244,242,483,938,2835
"1489","w",125,"æ",328,211,668,2296,2711
"1490","w",125,"ɑ",310,201,1035,1486,2865
"1491","w",125,"ɔ",331,207,801,1187,2935
"1492","w",125,"ɛ",223,202,718,2005,2906
"1493","w",125,"e",314,215,591,2562,3156
"1494","w",125,"ɝ",300,218,537,1509,1682
"1495","w",125,"ɪ",176,218,442,2472,3010
"1496","w",125,"i",276,215,426,2775,3535
"1497","w",125,"o",309,210,641,1195,2890
"1498","w",125,"ʊ",203,236,552,1364,2809
"1499","w",125,"ʌ",215,207,729,1435,3109
"1500","w",125,"u",294,232,448,1463,2693
"1501","w",126,"æ",413,200,746,2371,2984
"1502","w",126,"ɑ",455,208,952,1676,2862
"1503","w",126,"ɔ",422,213,822,1177,2950
"1504","w",126,"ɛ",368,205,773,2042,3009
"1505","w",126,"e",402,211,596,2314,3113
"1506","w",126,"ɝ",438,206,492,1635,1871
"1507","w",126,"ɪ",353,225,486,2253,3212
"1508","w",126,"i",324,220,424,2692,3336
"1509","w",126,"o",340,217,620,1057,2833
"1510","w",126,"ʊ",328,214,449,1396,2702
"1511","w",126,"ʌ",365,206,761,1380,3042
"1512","w",126,"u",405,219,438,1711,2636
"1513","w",127,"æ",405,192,893,2070,3024
"1514","w",127,"ɑ",419,175,810,1314,3236
"1515","w",127,"ɔ",413,196,851,1105,3249
"1516","w",127,"ɛ",343,191,694,2160,3144
"1517","w",127,"e",367,193,500,2622,3305
"1518","w",127,"ɝ",371,198,455,1769,2070
"1519","w",127,"ɪ",363,201,440,2453,3123
"1520","w",127,"i",396,201,380,2816,3312
"1521","w",127,"o",406,195,563,1198,3046
"1522","w",127,"ʊ",333,228,464,1169,2985
"1523","w",127,"ʌ",325,206,809,1468,3153
"1524","w",127,"u",406,220,437,1178,2852
"1525","w",128,"æ",294,219,665,2408,3034
"1526","w",128,"ɑ",336,217,993,1671,2751
"1527","w",128,"ɔ",327,219,825,1213,2751
"1528","w",128,"ɛ",268,210,680,2068,3072
"1529","w",128,"e",310,224,645,2554,3047
"1530","w",128,"ɝ",303,230,656,1614,2008
"1531","w",128,"ɪ",239,231,477,2554,3296
"1532","w",128,"i",276,223,439,2927,3283
"1533","w",128,"o",296,221,632,1108,2869
"1534","w",128,"ʊ",251,258,552,1214,2882
"1535","w",128,"ʌ",214,228,818,1516,2970
"1536","w",128,"u",277,260,504,1041,2838
"1537","w",129,"æ",365,192,564,2442,2880
"1538","w",129,"ɑ",338,212,931,1348,2698
"1539","w",129,"ɔ",369,211,752,1101,2616
"1540","w",129,"ɛ",259,193,694,2052,2838
"1541","w",129,"e",344,198,434,2568,3053
"1542","w",129,"ɝ",340,189,509,1365,1884
"1543","w",129,"ɪ",247,216,436,2559,3104
"1544","w",129,"i",338,210,430,2606,3280
"1545","w",129,"o",353,204,430,820,2783
"1546","w",129,"ʊ",236,187,486,1088,2663
"1547","w",129,"ʌ",233,198,710,1293,2623
"1548","w",129,"u",266,215,429,827,2719
"1549","w",130,"æ",301,197,714,2254,2625
"1550","w",130,"ɑ",297,198,822,1371,3130
"1551","w",130,"ɔ",303,200,765,997,3477
"1552","w",130,"ɛ",237,185,726,2123,2959
"1553","w",130,"e",296,202,543,2399,2775
"1554","w",130,"ɝ",304,207,584,1486,1783
"1555","w",130,"ɪ",227,205,501,2292,2863
"1556","w",130,"i",271,198,383,2733,3326
"1557","w",130,"o",305,207,438,812,3068
"1558","w",130,"ʊ",233,205,516,1019,2890
"1559","w",130,"ʌ",233,194,755,1427,2965
"1560","w",130,"u",296,223,438,1078,2774
"1561","w",131,"æ",301,216,625,2594,3146
"1562","w",131,"ɑ",298,200,875,1491,2979
"1563","w",131,"ɔ",332,198,957,1183,3066
"1564","w",131,"ɛ",203,217,714,2255,2941
"1565","w",131,"e",298,214,555,2766,3181
"1566","w",131,"ɝ",262,208,491,1655,2062
"1567","w",131,"ɪ",200,219,443,2644,3306
"1568","w",131,"i",263,229,438,2964,3632
"1569","w",131,"o",288,226,450,889,2904
"1570","w",131,"ʊ",217,226,444,1081,3049
"1571","w",131,"ʌ",201,215,827,1416,3022
"1572","w",131,"u",235,237,450,916,2959
"1573","w",132,"æ",312,222,552,2227,2978
"1574","w",132,"ɑ",268,226,884,1568,2819
"1575","w",132,"ɔ",387,237,799,1146,2770
"1576","w",132,"ɛ",250,209,623,1882,3007
"1577","w",132,"e",343,232,484,2276,3151
"1578","w",132,"ɝ",331,240,482,1676,1942
"1579","w",132,"ɪ",170,236,489,2175,2990
"1580","w",132,"i",376,250,427,2772,3762
"1581","w",132,"o",318,219,444,987,2727
"1582","w",132,"ʊ",246,240,497,1440,2713
"1583","w",132,"ʌ",156,236,736,1300,2829
"1584","w",132,"u",272,255,474,974,2540
"1585","w",133,"æ",353,230,685,2205,2813
"1586","w",133,"ɑ",340,212,938,1492,2673
"1587","w",133,"ɔ",390,222,715,963,2455
"1588","w",133,"ɛ",255,221,718,1952,2817
"1589","w",133,"e",300,217,442,2464,3067
"1590","w",133,"ɝ",319,237,487,1434,1911
"1591","w",133,"ɪ",266,225,451,2247,2929
"1592","w",133,"i",368,226,437,2555,3583
"1593","w",133,"o",347,212,435,862,2516
"1594","w",133,"ʊ",242,224,499,1144,2511
"1595","w",133,"ʌ",251,214,678,1229,2590
"1596","w",133,"u",346,254,430,954,2491
"1597","w",134,"æ",333,208,657,2192,2654
"1598","w",134,"ɑ",312,195,914,1383,2854
"1599","w",134,"ɔ",351,196,790,1044,2933
"1600","w",134,"ɛ",247,198,758,2091,2829
"1601","w",134,"e",319,205,606,2438,2723
"1602","w",134,"ɝ",310,204,537,1638,1932
"1603","w",134,"ɪ",287,213,442,2316,2899
"1604","w",134,"i",326,217,431,2522,3008
"1605","w",134,"o",323,206,608,1007,2866
"1606","w",134,"ʊ",239,224,480,1108,2717
"1607","w",134,"ʌ",274,199,780,1380,2854
"1608","w",134,"u",340,204,415,1001,2556
"1609","w",135,"æ",365,156,649,2508,3050
"1610","w",135,"ɑ",334,150,901,1509,2670
"1611","w",135,"ɔ",396,162,850,1182,2909
"1612","w",135,"ɛ",284,168,676,2196,3124
"1613","w",135,"e",377,160,485,2619,3132
"1614","w",135,"ɝ",382,166,500,1637,1928
"1615","w",135,"ɪ",252,149,449,2492,3040
"1616","w",135,"i",316,155,331,3049,3736
"1617","w",135,"o",350,183,568,1112,2827
"1618","w",135,"ʊ",265,177,520,1421,2998
"1619","w",135,"ʌ",200,155,693,1277,2935
"1620","w",135,"u",302,166,362,1351,2879
"1621","w",136,"æ",327,211,817,2102,2711
"1622","w",136,"ɑ",302,207,975,1534,2658
"1623","w",136,"ɔ",310,206,813,1117,2585
"1624","w",136,"ɛ",244,217,770,1866,2653
"1625","w",136,"e",313,218,472,2616,2864
"1626","w",136,"ɝ",327,211,456,1615,1826
"1627","w",136,"ɪ",208,221,444,2237,2711
"1628","w",136,"i",336,230,440,2757,3175
"1629","w",136,"o",380,224,624,1109,2691
"1630","w",136,"ʊ",231,237,498,1162,2708
"1631","w",136,"ʌ",206,213,712,1499,2757
"1632","w",136,"u",272,238,482,987,2781
"1633","w",137,"æ",310,210,626,2331,2826
"1634","w",137,"ɑ",346,218,796,1502,2810
"1635","w",137,"ɔ",355,221,736,1098,2821
"1636","w",137,"ɛ",244,213,683,1851,2877
"1637","w",137,"e",309,224,546,2237,2864
"1638","w",137,"ɝ",346,231,604,1441,1835
"1639","w",137,"ɪ",209,238,498,2234,2876
"1640","w",137,"i",279,255,489,2641,2952
"1641","w",137,"o",282,237,522,923,2871
"1642","w",137,"ʊ",239,255,519,1051,2741
"1643","w",137,"ʌ",208,236,733,1378,2891
"1644","w",137,"u",265,234,458,1163,2651
"1645","w",138,"æ",319,209,706,2400,2923
"1646","w",138,"ɑ",326,224,1145,1455,3272
"1647","w",138,"ɔ",318,219,677,1054,3278
"1648","w",138,"ɛ",221,222,709,2088,2670
"1649","w",138,"e",305,214,439,2801,3084
"1650","w",138,"ɝ",301,176,513,1569,1869
"1651","w",138,"ɪ",216,225,463,2603,2991
"1652","w",138,"i",290,243,419,2874,3367
"1653","w",138,"o",315,206,444,803,3233
"1654","w",138,"ʊ",217,256,509,1049,3306
"1655","w",138,"ʌ",215,220,796,1271,3197
"1656","w",138,"u",248,240,467,993,2802
"1657","w",139,"æ",357,209,751,2432,2896
"1658","w",139,"ɑ",357,234,968,1433,2850
"1659","w",139,"ɔ",361,246,995,1359,2941
"1660","w",139,"ɛ",270,219,817,1984,2973
"1661","w",139,"e",361,252,664,2455,2915
"1662","w",139,"ɝ",356,224,503,1766,1956
"1663","w",139,"ɪ",245,239,499,2384,3091
"1664","w",139,"i",314,231,437,2778,3139
"1665","w",139,"o",361,239,720,1277,2812
"1666","w",139,"ʊ",273,236,553,1135,2859
"1667","w",139,"ʌ",262,213,811,1450,2938
"1668","w",139,"u",308,265,491,1317,2680
